"","X","link","title","response","domestic","domestic2","foreign","foreign2"
"1879",1879,"/movies/?id=teacherspet.htm","Teacher's Pet","$6.5","$6.5","100.0%","n/a","0.0%"
"1880",1880,"/movies/?id=warriorsofheavenandearth.htm","Warriors of Heaven and Earth","$6.1","$82.9k","1.4%","$6.0","98.6%"
"1881",1881,"/movies/?id=rosenstrasse.htm","Rosenstrasse","$6.1","$735k","12.1%","$5.3","87.9%"
"1882",1882,"/movies/?id=neverdiealone.htm","Never Die Alone","$5.9","$5.6","95.3%","$278k","4.7%"
"1883",1883,"/movies/?id=callasforever.htm","Callas Forever","$5.9","$447k","7.6%","$5.5","92.4%"
"1884",1884,"/movies/?id=lakshya.htm","Lakshya","$5.9","$754k","12.9%","$5.1","87.1%"
"1885",1885,"/movies/?id=effroyablesjardins.htm","Effroyables jardins","$5.8","$78.7k","1.4%","$5.7","98.6%"
"1886",1886,"/movies/?id=untoldscandal.htm","Untold Scandal","$5.8","$63.3k","1.1%","$5.7","98.9%"
"1887",1887,"/movies/?id=nicotina.htm","Nicotina","$5.8","$1.1","19.4%","$4.6","80.6%"
"1888",1888,"/movies/?id=intermission.htm","Intermission","$4.9","$897k","18.5%","$4.0","81.5%"
"1889",1889,"/movies/?id=woodsman.htm","The Woodsman","$4.7","$1.6","33.7%","$3.1","66.3%"
"1890",1890,"/movies/?id=return.htm","The Return","$4.4","$504k","11.4%","$3.9","88.6%"
"1891",1891,"/movies/?id=assassinationofrichardnixon.htm","The Assassination of Richard Nixon","$4.4","$709k","16.1%","$3.7","83.9%"
"1892",1892,"/movies/?id=santavsthesnowman3.htm","Santa Vs. the Snowman - Season 3 (IMAX)","$4.2","$1.9","45.4%","$2.3","54.6%"
"1893",1893,"/movies/?id=campingsauvage.htm","Camping Sauvage","$3.9","$3.9","99.9%","$5.5k","0.1%"
"1894",1894,"/movies/?id=osama.htm","Osama","$3.9","$1.3","32.7%","$2.6","67.3%"
"1895",1895,"/movies/?id=benji04.htm","Benji Off the Leash","$3.8","$3.8","100.0%","n/a","0.0%"
"1896",1896,"/movies/?id=bornintobrothels.htm","Born Into Brothels","$3.5","$3.5","100.0%","n/a","0.0%"
"1897",1897,"/movies/?id=headintheclouds.htm","Head in the Clouds","$3.5","$398k","11.3%","$3.1","88.7%"
"1898",1898,"/movies/?id=wedontlivehereanymore.htm","We Don't Live Here Anymore","$3.4","$2.0","60.7%","$1.3","39.3%"
"1899",1899,"/movies/?id=cliffordsreallybigmovie.htm","Clifford's Really Big Movie","$3.3","$2.9","89.8%","$333k","10.2%"
"1900",1900,"/movies/?id=ridinggiants.htm","Riding Giants","$3.2","$2.3","70.8%","$940k","29.2%"
"1901",1901,"/movies/?id=mother04.htm","The Mother","$3.0","$1.1","35.0%","$2.0","65.0%"
"1902",1902,"/movies/?id=juonthegrudge.htm","Ju-On: The Grudge","$3.0","$326k","10.8%","$2.7","89.2%"
"1903",1903,"/movies/?id=corporationus.htm","The Corporation","$3.0","$1.9","62.8%","$1.1","37.2%"
"1904",1904,"/movies/?id=strayed.htm","Strayed","$2.9","$483k","16.4%","$2.5","83.6%"
"1905",1905,"/movies/?id=veerzaara.htm","Veer Zaara","$2.9","$2.9","100.0%","n/a","0.0%"
"1906",1906,"/movies/?id=controlroom.htm","Control Room","$2.7","$2.6","95.0%","$135k","5.0%"
"1907",1907,"/movies/?id=bobbyjonesstrokeofgenius.htm","Bobby Jones: Stroke of Genius","$2.7","$2.7","99.5%","$13.8k","0.5%"
"1908",1908,"/movies/?id=therese.htm","Therese: The Story of Saint Therese of Lisieux","$2.7","$2.6","97.7%","$62.8k","2.3%"
"1909",1909,"/movies/?id=brightyoungthings.htm","Bright Young Things","$2.7","$934k","34.8%","$1.7","65.2%"
"1910",1910,"/movies/?id=kitchenstories.htm","Kitchen Stories","$2.6","$351k","13.4%","$2.3","86.6%"
"1911",1911,"/movies/?id=youngadam.htm","Young Adam","$2.6","$767k","30.0%","$1.8","70.0%"
"1912",1912,"/movies/?id=highwaymen.htm","Highwaymen","$2.4","$371k","15.5%","$2.0","84.5%"
"1913",1913,"/movies/?id=redlights.htm","Red Lights","$2.4","$674k","28.4%","$1.7","71.6%"
"1914",1914,"/movies/?id=stagebeauty.htm","Stage Beauty","$2.2","$782k","36.3%","$1.4","63.7%"
"1915",1915,"/movies/?id=choristesqb.htm","Les Choristes (Quebec)","$2.1","$2.1","100.0%","n/a","0.0%"
"1916",1916,"/movies/?id=nouvellefrance.htm","Nouvelle-France","$2.1","$1.6","77.8%","$458k","22.2%"
"1917",1917,"/movies/?id=metallica.htm","Metallica: Some Kind of Monster","$2.0","$1.2","60.9%","$786k","39.1%"
"1918",1918,"/movies/?id=dirtyshame.htm","A Dirty Shame","$1.9","$1.3","70.0%","$574k","30.0%"
"1919",1919,"/movies/?id=lovesongforbobbylong.htm","A Love Song for Bobby Long","$1.8","$164k","8.9%","$1.7","91.1%"
"1920",1920,"/movies/?id=bluebutterfly.htm","The Blue Butterfly","$1.8","$1.8","100.0%","n/a","0.0%"
"1921",1921,"/movies/?id=valentin.htm","Valentin","$1.7","$276k","16.3%","$1.4","83.7%"
"1922",1922,"/movies/?id=enduringlove.htm","Enduring Love","$1.7","$358k","21.4%","$1.3","78.6%"
"1923",1923,"/movies/?id=sinceotarleft.htm","Since Otar Left","$1.6","$350k","21.4%","$1.3","78.6%"
"1924",1924,"/movies/?id=aftermidnight04.htm","After Midnight","$1.6","$50.5k","3.2%","$1.5","96.8%"
"1925",1925,"/movies/?id=homeattheendoftheworld.htm","A Home at the End of the World","$1.5","$1.0","66.5%","$519k","33.5%"
"1926",1926,"/movies/?id=wilburwantstokillhimself.htm","Wilbur Wants to Kill Himself","$1.5","$235k","15.2%","$1.3","84.8%"
"1927",1927,"/movies/?id=shehateme.htm","She Hate Me","$1.5","$366k","24.0%","$1.2","76.0%"
"1928",1928,"/movies/?id=silvercity.htm","Silver City","$1.4","$1.0","73.7%","$364k","26.3%"
"1929",1929,"/movies/?id=noi.htm","Noi","$1.3","$60.6k","4.6%","$1.3","95.4%"
"1930",1930,"/movies/?id=saintsandsoldiers.htm","Saints and Soldiers","$1.3","$1.3","100.0%","n/a","0.0%"
"1931",1931,"/movies/?id=festivalexpress.htm","Festival Express","$1.3","$1.2","91.7%","$107k","8.3%"
"1932",1932,"/movies/?id=goingthedistance.htm","Going the Distance (2004)","$1.2","$1.2","100.0%","n/a","0.0%"
"1933",1933,"/movies/?id=swades.htm","Swades","$1.2","$1.2","100.0%","n/a","0.0%"
"1934",1934,"/movies/?id=besttwoyears.htm","The Best Two Years","$1.2","$1.2","100.0%","n/a","0.0%"
"1935",1935,"/movies/?id=paperclips.htm","Paper Clips","$1.1","$1.1","100.0%","n/a","0.0%"
"1936",1936,"/movies/?id=donniedarko04.htm","Donnie Darko: The Director's Cut","$1.1","$753k","70.2%","$320k","29.8%"
"1937",1937,"/movies/?id=ontheruntrilogy1.htm","On the Run: Trilogy 1","$988k","$65.2k","6.6%","$923k","93.4%"
"1938",1938,"/movies/?id=criminal.htm","Criminal","$929k","$929k","100.0%","n/a","0.0%"
"1939",1939,"/movies/?id=lifeofbrian04.htm","Monty Python's Life of Brian (Re-issue)","$847k","$647k","76.4%","$200k","23.6%"
"1940",1940,"/movies/?id=latterdays.htm","Latter Days","$835k","$835k","100.0%","n/a","0.0%"
"1941",1941,"/movies/?id=saddestmusicintheworld.htm","Saddest Music in the World","$825k","$699k","84.8%","$126k","15.2%"
"1942",1942,"/movies/?id=brokenwings.htm","Broken Wings","$760k","$421k","55.4%","$339k","44.6%"
"1943",1943,"/movies/?id=fadetoblack.htm","Fade to Black","$742k","$729k","98.2%","$13.2k","1.8%"
"1944",1944,"/movies/?id=masti.htm","Masti","$683k","$309k","45.2%","$374k","54.8%"
"1945",1945,"/movies/?id=meancreek.htm","Mean Creek","$604k","$604k","100.0%","n/a","0.0%"
"1946",1946,"/movies/?id=tarnation.htm","Tarnation","$592k","$592k","100.0%","n/a","0.0%"
"1947",1947,"/movies/?id=touchofpink.htm","Touch of Pink","$581k","$565k","97.2%","$16.5k","2.8%"
"1948",1948,"/movies/?id=aroundthebend.htm","Around the Bend","$579k","$194k","33.4%","$386k","66.6%"
"1949",1949,"/movies/?id=finalcut.htm","The Final Cut","$551k","$551k","100.0%","n/a","0.0%"
"1950",1950,"/movies/?id=golddiggers04.htm","National Lampoon's Gold Diggers","$527k","$527k","100.0%","n/a","0.0%"
"1951",1951,"/movies/?id=tracker.htm","The Tracker","$504k","$55.2k","10.9%","$449k","89.1%"
"1952",1952,"/movies/?id=timeofthewolf.htm","Time of the Wolf","$499k","$61.4k","12.3%","$438k","87.7%"
"1953",1953,"/movies/?id=illsleepwhenimdead.htm","I'll Sleep When I'm Dead","$491k","$361k","73.5%","$130k","26.5%"
"1954",1954,"/movies/?id=lastshot.htm","The Last Shot","$464k","$464k","100.0%","n/a","0.0%"
"1955",1955,"/movies/?id=outfoxed.htm","Outfoxed: Rupert Murdoch's War on Journalism","$462k","$462k","100.0%","n/a","0.0%"
"1956",1956,"/movies/?id=itsallaboutlove.htm","It's All About Love","$443k","$6.1k","1.4%","$437k","98.6%"
"1957",1957,"/movies/?id=shortcuttonirvana.htm","Short Cut to Nirvana: Kumbh Mela","$440k","$381k","86.7%","$58.4k","13.3%"
"1958",1958,"/movies/?id=moolaade.htm","Moolaade","$435k","$216k","49.6%","$219k","50.4%"
"1959",1959,"/movies/?id=primer.htm","Primer","$425k","$425k","100.0%","n/a","0.0%"
"1960",1960,"/movies/?id=crimsongold.htm","Crimson Gold","$401k","$149k","37.2%","$252k","62.8%"
"1961",1961,"/movies/?id=huntingofthepresident.htm","The Hunting of the President","$377k","$377k","100.0%","n/a","0.0%"
"1962",1962,"/movies/?id=brownbunny.htm","The Brown Bunny","$366k","$366k","100.0%","n/a","0.0%"
"1963",1963,"/movies/?id=broadwaygoldenage.htm","Broadway: The Golden Age","$354k","$354k","100.0%","n/a","0.0%"
"1964",1964,"/movies/?id=unitedstatesofleland.htm","The United States of Leland","$344k","$344k","100.0%","n/a","0.0%"
"1965",1965,"/movies/?id=bukowskibornintothis.htm","Bukowski: Born Into This","$329k","$319k","96.9%","$10.3k","3.1%"
"1966",1966,"/movies/?id=zhouyustrain.htm","Zhou Yu's Train","$324k","$143k","43.9%","$182k","56.1%"
"1967",1967,"/movies/?id=distant.htm","Distant","$315k","$96.3k","30.5%","$219k","69.5%"
"1968",1968,"/movies/?id=silmido.htm","Silmido","$298k","$298k","100.0%","n/a","0.0%"
"1969",1969,"/movies/?id=iamdavid.htm","I Am David","$292k","$289k","98.7%","$3.8k","1.3%"
"1970",1970,"/movies/?id=imaginaryheroes.htm","Imaginary Heroes","$291k","$229k","78.6%","$62.4k","21.4%"
"1971",1971,"/movies/?id=code46.htm","Code 46","$286k","$286k","100.0%","n/a","0.0%"
"1972",1972,"/movies/?id=ourmusic.htm","Our Music (Notre Musique)","$285k","$140k","49.0%","$145k","51.0%"
"1973",1973,"/movies/?id=fiveobstructions.htm","The Five Obstructions","$279k","$166k","59.4%","$113k","40.6%"
"1974",1974,"/movies/?id=jamesjourneytojerusalem.htm","James' Journey to Jerusalem","$259k","$65.0k","25.1%","$194k","74.9%"
"1975",1975,"/movies/?id=reckoning.htm","The Reckoning","$257k","$257k","100.0%","n/a","0.0%"
"1976",1976,"/movies/?id=yesmen.htm","The Yes Men","$255k","$255k","100.0%","n/a","0.0%"
"1977",1977,"/movies/?id=zatoichica.htm","Zatoichi (Canada)","$255k","$255k","100.0%","n/a","0.0%"
"1978",1978,"/movies/?id=dhoom.htm","Dhoom","$246k","$246k","100.0%","n/a","0.0%"
"1979",1979,"/movies/?id=secretthings.htm","Secret Things","$222k","$105k","47.3%","$117k","52.7%"
"1980",1980,"/movies/?id=daysofbeingwild.htm","Days of Being Wild","$189k","$146k","77.6%","$42.3k","22.4%"
"1981",1981,"/movies/?id=testosterone.htm","Testosterone","$185k","$185k","100.0%","n/a","0.0%"
"1982",1982,"/movies/?id=ps.htm","P.S.","$181k","$181k","100.0%","n/a","0.0%"
"1983",1983,"/movies/?id=dannydeckchair.htm","Danny Deckchair","$160k","$160k","100.0%","n/a","0.0%"
"1984",1984,"/movies/?id=twomenwenttowar.htm","Two Men Went to War","$150k","$150k","100.0%","n/a","0.0%"
"1985",1985,"/movies/?id=undertow.htm","Undertow","$144k","$144k","100.0%","n/a","0.0%"
"1986",1986,"/movies/?id=ridingthebullet.htm","Stephen King's Riding the Bullet","$135k","$135k","100.0%","n/a","0.0%"
"1987",1987,"/movies/?id=tokyogodfathers.htm","Tokyo Godfathers","$130k","$130k","100.0%","n/a","0.0%"
"1988",1988,"/movies/?id=malevolence.htm","Malevolence","$127k","$127k","100.0%","n/a","0.0%"
"1989",1989,"/movies/?id=fearandtrembling.htm","Fear and Trembling","$127k","$127k","100.0%","n/a","0.0%"
"1990",1990,"/movies/?id=face.htm","Face","$108k","$108k","100.0%","n/a","0.0%"
"1991",1991,"/movies/?id=twentyninepalms.htm","Twentynine Palms","$87.4k","$54.5k","62.4%","$32.9k","37.6%"
"1992",1992,"/movies/?id=mymotherlikeswomen.htm","My Mother Likes Women","$82.9k","$82.9k","100.0%","n/a","0.0%"
"1993",1993,"/movies/?id=gingersnaps2.htm","Ginger Snaps II: Unleashed","$80.4k","$80.4k","100.0%","n/a","0.0%"
"1994",1994,"/movies/?id=eulogy.htm","Eulogy","$75.1k","$75.1k","100.0%","n/a","0.0%"
"1995",1995,"/movies/?id=reconstruction.htm","Reconstruction","$73.5k","$73.5k","100.0%","n/a","0.0%"
"1996",1996,"/movies/?id=taleoftwosisters.htm","A Tale of Two Sisters","$72.5k","$72.5k","100.0%","n/a","0.0%"
"1997",1997,"/movies/?id=inheritance.htm","The Inheritance","$68.2k","$68.2k","100.0%","n/a","0.0%"
"1998",1998,"/movies/?id=easy.htm","Easy","$53.8k","$21.6k","40.1%","$32.2k","59.9%"
"1999",1999,"/movies/?id=alila.htm","Alila","$51.0k","$51.0k","100.0%","n/a","0.0%"
"2000",2000,"/movies/?id=springtimeinasmalltown.htm","Springtime in a Small Town","$43.0k","$43.0k","100.0%","n/a","0.0%"
"2001",2001,"/movies/?id=sexiscomedy.htm","Sex is Comedy","$40.5k","$40.5k","100.0%","n/a","0.0%"
"2002",2002,"/movies/?id=laviepromise.htm","La Vie Promise","$40.0k","$40.0k","100.0%","n/a","0.0%"
"2003",2003,"/movies/?id=fatherandson.htm","Father and Son","$39.3k","$39.3k","100.0%","n/a","0.0%"
"2004",2004,"/movies/?id=umbrellasofcherbourg04.htm","The Umbrellas of Cherbourg (Re-issue)","$36.4k","$28.0k","76.9%","$8.4k","23.1%"
"2005",2005,"/movies/?id=goodbyedragoninn.htm","Goodbye, Dragon Inn","$35.1k","$35.1k","100.0%","n/a","0.0%"
"2006",2006,"/movies/?id=petitelili.htm","La Petite Lili","$34.6k","$34.6k","100.0%","n/a","0.0%"
"2007",2007,"/movies/?id=anatomyofhell.htm","Anatomy of Hell","$34.5k","$34.5k","100.0%","n/a","0.0%"
"2008",2008,"/movies/?id=cowboysandangels.htm","Cowboys and Angels","$33.9k","$33.9k","100.0%","n/a","0.0%"
"2009",2009,"/movies/?id=blindshaft.htm","Blind Shaft","$33.3k","$33.3k","100.0%","n/a","0.0%"
"2010",2010,"/movies/?id=lastlifeintheuniverse.htm","Last Life in the Universe","$32.0k","$32.0k","100.0%","n/a","0.0%"
"2011",2011,"/movies/?id=stander.htm","Stander","$31.7k","$31.7k","100.0%","n/a","0.0%"
"2012",2012,"/movies/?id=shade.htm","Shade","$25.0k","$25.0k","100.0%","n/a","0.0%"
"2013",2013,"/movies/?id=bangrajan.htm","Bang Rajan","$24.6k","$24.6k","100.0%","n/a","0.0%"
"2014",2014,"/movies/?id=s21.htm","S21: The Khmer Rouge Killing Machine","$23.1k","$22.6k","98.0%","$0.5k","2.0%"
"2015",2015,"/movies/?id=incantato.htm","Incantato","$23.0k","$23.0k","100.0%","n/a","0.0%"
"2016",2016,"/movies/?id=sonfrere.htm","Son Frere","$22.8k","$22.8k","100.0%","n/a","0.0%"
"2017",2017,"/movies/?id=purplebutterfly.htm","Purple Butterfly","$17.8k","$17.8k","100.0%","n/a","0.0%"
"2018",2018,"/movies/?id=perfectopposites.htm","Perfect Opposites","$16.2k","$16.2k","100.0%","n/a","0.0%"
"2019",2019,"/movies/?id=itseasierforacamel.htm","It's Easier for a Camel","$16.2k","$16.2k","100.0%","n/a","0.0%"
"2020",2020,"/movies/?id=lettertotrue.htm","A Letter to True","$15.6k","$15.6k","100.0%","n/a","0.0%"
"2021",2021,"/movies/?id=raja.htm","Raja","$13.0k","$13.0k","100.0%","n/a","0.0%"
"2022",2022,"/movies/?id=imaginingargentina.htm","Imagining Argentina","$8.9k","$8.9k","100.0%","n/a","0.0%"
"2023",2023,"/movies/?id=kaena.htm","Kaena: The Prophecy","$8.6k","$8.6k","100.0%","n/a","0.0%"
"2024",2024,"/movies/?id=intended.htm","The Intended","$8.1k","$8.1k","100.0%","n/a","0.0%"
"2025",2025,"/movies/?id=brightfuture.htm","Bright Future","$5.2k","$5.2k","100.0%","n/a","0.0%"
"2026",2026,"/movies/?id=whore04.htm","Whore","$5.1k","$5.1k","100.0%","n/a","0.0%"
"2027",2027,"/movies/?id=dolls.htm","Dolls","$4.1k","$4.1k","100.0%","n/a","0.0%"
"2028",2028,"/movies/?id=mywifemaurice.htm","My Wife Maurice","$3.8k","$3.8k","100.0%","n/a","0.0%"
"2029",2029,"/movies/?id=grandtheftparsons.htm","Grand Theft Parsons","$3.4k","n/a","0.0%","$3.4k","100.0%"
"2030",2030,"/movies/?id=abouna.htm","Abouna","$3.3k","$3.3k","100.0%","n/a","0.0%"
"2031",2031,"/movies/?id=marathon.htm","Marathon","$1.7k","$1.7k","100.0%","n/a","0.0%"
"2032",2032,"/movies/?id=producingadults.htm","Producing Adults","$0.9k","$0.9k","100.0%","n/a","0.0%"
"2033",2033,"/movies/?id=anatomy2.htm","Anatomy 2","$0.6k","$0.6k","100.0%","n/a","0.0%"
"2034",2034,"/movies/?id=harrypotter4.htm","Harry Potter and the Goblet of Fire","$896.9","$290.0","32.3%","$606.9","67.7%"
"2035",2035,"/movies/?id=starwars3.htm","Star Wars: Episode III - Revenge of the Sith","$848.8","$380.3","44.8%","$468.5","55.2%"
"2036",2036,"/movies/?id=narnia.htm","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$745.0","$291.7","39.2%","$453.3","60.8%"
"2037",2037,"/movies/?id=waroftheworlds.htm","War of the Worlds","$591.7","$234.3","39.6%","$357.5","60.4%"
"2038",2038,"/movies/?id=kingkong05.htm","King Kong","$550.5","$218.1","39.6%","$332.4","60.4%"
"2039",2039,"/movies/?id=madagascar.htm","Madagascar","$532.7","$193.6","36.3%","$339.1","63.7%"
"2040",2040,"/movies/?id=mrandmrssmith.htm","Mr. & Mrs. Smith","$478.2","$186.3","39.0%","$291.9","61.0%"
"2041",2041,"/movies/?id=charliechocolate.htm","Charlie and the Chocolate Factory","$475.0","$206.5","43.5%","$268.5","56.5%"
"2042",2042,"/movies/?id=batmanbegins.htm","Batman Begins","$372.7","$205.3","55.1%","$167.4","44.9%"
"2043",2043,"/movies/?id=hitch.htm","Hitch","$368.1","$179.5","48.8%","$188.6","51.2%"
"2044",2044,"/movies/?id=fantasticfour.htm","Fantastic Four (2005)","$330.6","$154.7","46.8%","$175.9","53.2%"
"2045",2045,"/movies/?id=chickenlittle.htm","Chicken Little","$314.4","$135.4","43.1%","$179.0","56.9%"
"2046",2046,"/movies/?id=weddingcrashers.htm","Wedding Crashers","$285.2","$209.3","73.4%","$75.9","26.6%"
"2047",2047,"/movies/?id=robots.htm","Robots","$260.7","$128.2","49.2%","$132.5","50.8%"
"2048",2048,"/movies/?id=howlsmovingcastle.htm","Howl's Moving Castle","$235.2","$4.7","2.0%","$230.5","98.0%"
"2049",2049,"/movies/?id=constantine.htm","Constantine","$230.9","$76.0","32.9%","$154.9","67.1%"
"2050",2050,"/movies/?id=flightplan.htm","Flightplan","$223.4","$89.7","40.2%","$133.7","59.8%"
"2051",2051,"/movies/?id=kingdomofheaven.htm","Kingdom of Heaven","$211.7","$47.4","22.4%","$164.3","77.6%"
"2052",2052,"/movies/?id=funwithdickandjane.htm","Fun with Dick and Jane","$202.0","$110.3","54.6%","$91.7","45.4%"
"2053",2053,"/movies/?id=pacifier.htm","The Pacifier","$198.6","$113.1","56.9%","$85.6","43.1%"
"2054",2054,"/movies/?id=wallaceandgromit05.htm","Wallace and Gromit: The Curse of the Were-Rabbit","$192.6","$56.1","29.1%","$136.5","70.9%"
"2055",2055,"/movies/?id=longestyard05.htm","The Longest Yard","$190.3","$158.1","83.1%","$32.2","16.9%"
"2056",2056,"/movies/?id=walktheline.htm","Walk the Line","$186.4","$119.5","64.1%","$66.9","35.9%"
"2057",2057,"/movies/?id=brokebackmountain.htm","Brokeback Mountain","$178.1","$83.0","46.6%","$95.0","53.4%"
"2058",2058,"/movies/?id=40yearoldvirgin.htm","The 40-Year-Old Virgin","$177.4","$109.4","61.7%","$67.9","38.3%"
"2059",2059,"/movies/?id=island05.htm","The Island","$162.9","$35.8","22.0%","$127.1","78.0%"
"2060",2060,"/movies/?id=interpreter.htm","The Interpreter","$162.9","$72.7","44.6%","$90.2","55.4%"
"2061",2061,"/movies/?id=memoirsofageisha.htm","Memoirs of a Geisha","$162.2","$57.5","35.4%","$104.8","64.6%"
"2062",2062,"/movies/?id=ring2.htm","The Ring Two","$161.5","$76.2","47.2%","$85.2","52.8%"
"2063",2063,"/movies/?id=sincity.htm","Sin City","$158.8","$74.1","46.7%","$84.7","53.3%"
"2064",2064,"/movies/?id=monsterinlaw.htm","Monster-in-Law","$154.7","$82.9","53.6%","$71.8","46.4%"
"2065",2065,"/movies/?id=saw2.htm","Saw II","$147.7","$87.0","58.9%","$60.7","41.1%"
"2066",2066,"/movies/?id=exorcismofemilyrose.htm","The Exorcism of Emily Rose","$144.2","$75.1","52.1%","$69.1","47.9%"
"2067",2067,"/movies/?id=herbie05.htm","Herbie: Fully Loaded","$144.1","$66.0","45.8%","$78.1","54.2%"
"2068",2068,"/movies/?id=zorro2.htm","The Legend of Zorro","$142.4","$46.5","32.6%","$95.9","67.4%"
"2069",2069,"/movies/?id=bewitched.htm","Bewitched","$131.4","$63.3","48.2%","$68.1","51.8%"
"2070",2070,"/movies/?id=munich.htm","Munich","$130.4","$47.4","36.4%","$83.0","63.6%"
"2071",2071,"/movies/?id=cheaperbythedozen2.htm","Cheaper by the Dozen 2","$129.2","$82.6","63.9%","$46.6","36.1%"
"2072",2072,"/movies/?id=marchofthepenguins.htm","March of the Penguins","$127.4","$77.4","60.8%","$50.0","39.2%"
"2073",2073,"/movies/?id=hideandseek.htm","Hide and Seek","$122.7","$51.1","41.7%","$71.6","58.3%"
"2074",2074,"/movies/?id=prideandprejudice05.htm","Pride and Prejudice","$121.1","$38.4","31.7%","$82.7","68.3%"
"2075",2075,"/movies/?id=sahara.htm","Sahara","$119.3","$68.7","57.6%","$50.6","42.4%"
"2076",2076,"/movies/?id=corpsebride.htm","Tim Burton's Corpse Bride","$117.2","$53.4","45.5%","$63.8","54.5%"
"2077",2077,"/movies/?id=dukesofhazzard.htm","The Dukes of Hazzard","$111.1","$80.3","72.3%","$30.8","27.7%"
"2078",2078,"/movies/?id=hoodwinked.htm","Hoodwinked","$110.0","$51.4","46.7%","$58.6","53.3%"
"2079",2079,"/movies/?id=cinderellaman.htm","Cinderella Man","$108.5","$61.6","56.8%","$46.9","43.2%"
"2080",2080,"/movies/?id=amityvillehorror05.htm","The Amityville Horror (2005)","$108.0","$65.2","60.4%","$42.8","39.6%"
"2081",2081,"/movies/?id=brothersgrimm.htm","The Brothers Grimm","$105.3","$37.9","36.0%","$67.4","64.0%"
"2082",2082,"/movies/?id=hitchhikersguide.htm","The Hitchhiker's Guide to the Galaxy","$104.5","$51.1","48.9%","$53.4","51.1%"
"2083",2083,"/movies/?id=justlikeheaven.htm","Just Like Heaven","$102.9","$48.3","47.0%","$54.5","53.0%"
"2084",2084,"/movies/?id=guesswho.htm","Guess Who","$101.9","$68.9","67.7%","$33.0","32.3%"
"2085",2085,"/movies/?id=misscongeniality2.htm","Miss Congeniality 2: Armed and Fabulous","$101.4","$48.5","47.8%","$52.9","52.2%"
"2086",2086,"/movies/?id=kungfuhustle.htm","Kung Fu Hustle","$100.9","$17.1","17.0%","$83.8","83.0%"
"2087",2087,"/movies/?id=crash05.htm","Crash","$98.4","$54.6","55.5%","$43.8","44.5%"
